الله يستهزىء بهم ويمدهم في طغيانهم يعمهون.  سُورَة البَقَرة   آية 15,2,15,سُورَة البَقَرة ,22, الحزب  (1),الجزء الأول,2,15,سُورَة البَقَرة ,22, الحزب  (1),الجزء الأول
أولئك الذين اشتروا الضلالة بالهدى فما ربحت تجارتهم وما كانوا مهتدين.  سُورَة البَقَرة   آية 16,2,16,سُورَة البَقَرة ,23, الحزب  (1),الجزء الأول,2,16,سُورَة البَقَرة ,23, الحزب  (1),الجزء الأول
مثلهم كمثل الذي استوقد نارا فلما أضاءت ما حوله ذهب الله بنورهم وتركهم في ظلمات لا يبصرون.  سُورَة البَقَرة   آية 17,2,17,سُورَة البَقَرة ,24, الحزب  (1),الجزء الأول,2,17,سُورَة البَقَرة ,24, الحزب  (1),الجزء الأول
صم بكم عمي فهم لا يرجعون.  سُورَة البَقَرة   آية 18,2,18,سُورَة البَقَرة ,25, الحزب  (1),الجزء الأول,2,18,سُورَة البَقَرة ,25, الحزب  (1),الجزء الأول
أو كصيب من السماء فيه ظلمات ورعد وبرق يجعلون أصابعهم في آذانهم من الصواعق حذر الموت والله محيط بالكافرين.  سُورَة البَقَرة   آية 19,2,19,سُورَة البَقَرة ,26, الحزب  (1),الجزء الأول,2,19,سُورَة البَقَرة ,26, الحزب  (1),الجزء الأول
يكاد البرق يخطف أبصارهم كلما أضاء لهم مشوا فيه وإذا أظلم عليهم قاموا ولو شاء الله لذهب بسمعهم وأبصارهم إن الله على كل شيء قدير.  سُورَة البَقَرة   آية 20,2,20,سُورَة البَقَرة ,27, الحزب  (1),الجزء الأول,2,20,سُورَة البَقَرة ,27, الحزب  (1),الجزء الأول
يا أيها الناس اعبدوا ربكم الذي خلقكم والذين من قبلكم لعلكم تتقون.  سُورَة البَقَرة   آية 21,2,21,سُورَة البَقَرة ,28, الحزب  (1),الجزء الأول,2,21,سُورَة البَقَرة ,28, الحزب  (1),الجزء الأول
الذي جعل لكم الأرض فراشا والسماء بناء وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم فلا تجعلوا لله أندادا وأنتم تعلمون.  سُورَة البَقَرة   آية 22,2,22,سُورَة البَقَرة ,29, الحزب  (1),الجزء الأول,2,22,سُورَة البَقَرة ,29, الحزب  (1),الجزء الأول
وإن كنتم في ريب مما نزلنا على عبدنا فأتوا بسورة من مثله وادعوا شهداءكم من دون الله إن كنتم صادقين.  سُورَة البَقَرة   آية 23,2,23,سُورَة البَقَرة ,30, الحزب  (1),الجزء الأول,2,23,سُورَة البَقَرة ,30, الحزب  (1),الجزء الأول
فإن لم تفعلوا ولن تفعلوا فاتقوا النار التي وقودها الناس والحجارة أعدت للكافرين.  سُورَة البَقَرة   آية 24,2,24,سُورَة البَقَرة ,31, الحزب  (1),الجزء الأول,2,24,سُورَة البَقَرة ,31, الحزب  (1),الجزء الأول
وبشر الذين آمنوا وعملوا الصالحات أن لهم جنات تجري من تحتها الأنهار كلما رزقوا منها من ثمرة رزقا قالوا هذا الذي رزقنا من قبل وأتوا به متشابها ولهم فيها أزواج مطهرة وهم فيها خالدون.  سُورَة البَقَرة   آية 25,2,25,سُورَة البَقَرة ,32, الحزب  (1),الجزء الأول,2,25,سُورَة البَقَرة ,32, الحزب  (1),الجزء الأول
إن الله لا يستحيي أن يضرب مثلا ما بعوضة فما فوقها فأما الذين آمنوا فيعلمون أنه الحق من ربهم وأما الذين كفروا فيقولون ماذا أراد الله بهذا مثلا يضل به كثيرا ويهدي به كثيرا وما يضل به إلا الفاسقين.  سُورَة البَقَرة   آية 26,2,26,سُورَة البَقَرة ,33, الحزب  (1),الجزء الأول,2,26,سُورَة البَقَرة ,33, الحزب  (1),الجزء الأول
الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك هم الخاسرون.  سُورَة البَقَرة   آية 27,2,27,سُورَة البَقَرة ,34, ربع الحزب (1),الجزء الأول,2,27,سُورَة البَقَرة ,34, ربع الحزب (1),الجزء الأول
كيف تكفرون بالله وكنتم أمواتا فأحياكم ثم يميتكم ثم يحييكم ثم إليه ترجعون.  سُورَة البَقَرة   آية 28,2,28,سُورَة البَقَرة ,35, ربع الحزب (1),الجزء الأول,2,28,سُورَة البَقَرة ,35, ربع الحزب (1),الجزء الأول
هو الذي خلق لكم ما في الأرض جميعا ثم استوى إلى السماء فسواهن سبع سماوات وهو بكل شيء عليم.  سُورَة البَقَرة   آية 29,2,29,سُورَة البَقَرة ,36, ربع الحزب (1),الجزء الأول,2,29,سُورَة البَقَرة ,36, ربع الحزب (1),الجزء الأول
وإذ قال ربك للملائكة إني جاعل في الأرض خليفة قالوا أتجعل فيها من يفسد فيها ويسفك الدماء ونحن نسبح بحمدك ونقدس لك قال إني أعلم ما لا تعلمون.  سُورَة البَقَرة   آية 30,2,30,سُورَة البَقَرة ,37, ربع الحزب (1),الجزء الأول,2,30,سُورَة البَقَرة ,37, ربع الحزب (1),الجزء الأول
وعلم آدم الأسماء كلها ثم عرضهم على الملائكة فقال أنبئوني بأسماء هؤلاء إن كنتم صادقين.  سُورَة البَقَرة   آية 31,2,31,سُورَة البَقَرة ,38, ربع الحزب (1),الجزء الأول,2,31,سُورَة البَقَرة ,38, ربع الحزب (1),الجزء الأول
قالوا سبحانك لا علم لنا إلا ما علمتنا إنك أنت العليم الحكيم.  سُورَة البَقَرة   آية 32,2,32,سُورَة البَقَرة ,39, ربع الحزب (1),الجزء الأول,2,32,سُورَة البَقَرة ,39, ربع الحزب (1),الجزء الأول
قال يا آدم أنبئهم بأسمآئهم فلما أنبأهم بأسمآئهم قال ألم أقل لكم إني أعلم غيب السماوات والأرض وأعلم ما تبدون وما كنتم تكتمون.  سُورَة البَقَرة   آية 33,2,33,سُورَة البَقَرة ,40, ربع الحزب (1),الجزء الأول,2,33,سُورَة البَقَرة ,40, ربع الحزب (1),الجزء الأول
وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس أبى واستكبر وكان من الكافرين.  سُورَة البَقَرة   آية 34,2,34,سُورَة البَقَرة ,41, ربع الحزب (1),الجزء الأول,2,34,سُورَة البَقَرة ,41, ربع الحزب (1),الجزء الأول
وقلنا يا آدم اسكن أنت وزوجك الجنة وكلا منها رغدا حيث شئتما ولا تقربا هذه الشجرة فتكونا من الظالمين.  سُورَة البَقَرة   آية 35,2,35,سُورَة البَقَرة ,42, ربع الحزب (1),الجزء الأول,2,35,سُورَة البَقَرة ,42, ربع الحزب (1),الجزء الأول
فأزلهما الشيطان عنها فأخرجهما مما كانا فيه وقلنا اهبطوا بعضكم لبعض عدو ولكم في الأرض مستقر ومتاع إلى حين.  سُورَة البَقَرة   آية 36,2,36,سُورَة البَقَرة ,43, ربع الحزب (1),الجزء الأول,2,36,سُورَة البَقَرة ,43, ربع الحزب (1),الجزء الأول
فتلقى آدم من ربه كلمات فتاب عليه إنه هو التواب الرحيم.  سُورَة البَقَرة   آية 37,2,37,سُورَة البَقَرة ,44, ربع الحزب (1),الجزء الأول,2,37,سُورَة البَقَرة ,44, ربع الحزب (1),الجزء الأول
قلنا اهبطوا منها جميعا فإما يأتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون.  سُورَة البَقَرة   آية 38,2,38,سُورَة البَقَرة ,45, ربع الحزب (1),الجزء الأول,2,38,سُورَة البَقَرة ,45, ربع الحزب (1),الجزء الأول
والذين كفروا وكذبوا بآياتنا أولئك أصحاب النار هم فيها خالدون.  سُورَة البَقَرة   آية 39,2,39,سُورَة البَقَرة ,46, ربع الحزب (1),الجزء الأول,2,39,سُورَة البَقَرة ,46, ربع الحزب (1),الجزء الأول
يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأوفوا بعهدي أوف بعهدكم وإياي فارهبون.  سُورَة البَقَرة   آية 40,2,40,سُورَة البَقَرة ,47, ربع الحزب (1),الجزء الأول,2,40,سُورَة البَقَرة ,47, ربع الحزب (1),الجزء الأول
وآمنوا بما أنزلت مصدقا لما معكم ولا تكونوا أول كافر به ولا تشتروا بآياتي ثمنا قليلا وإياي فاتقون.  سُورَة البَقَرة   آية 41,2,41,سُورَة البَقَرة ,48, ربع الحزب (1),الجزء الأول,2,41,سُورَة البَقَرة ,48, ربع الحزب (1),الجزء الأول
ولا تلبسوا الحق بالباطل وتكتموا الحق وأنتم تعلمون.  سُورَة البَقَرة   آية 42,2,42,سُورَة البَقَرة ,49, ربع الحزب (1),الجزء الأول,2,42,سُورَة البَقَرة ,49, ربع الحزب (1),الجزء الأول
وأقيموا الصلاة وآتوا الزكاة واركعوا مع الراكعين.  سُورَة البَقَرة   آية 43,2,43,سُورَة البَقَرة ,50, ربع الحزب (1),الجزء الأول,2,43,سُورَة البَقَرة ,50, ربع الحزب (1),الجزء الأول
أتأمرون الناس بالبر وتنسون أنفسكم وأنتم تتلون الكتاب أفلا تعقلون.  سُورَة البَقَرة   آية 44,2,44,سُورَة البَقَرة ,51, ربع الحزب (1),الجزء الأول,2,44,سُورَة البَقَرة ,51, ربع الحزب (1),الجزء الأول
واستعينوا بالصبر والصلاة وإنها لكبيرة إلا على الخاشعين.  سُورَة البَقَرة   آية 45,2,45,سُورَة البَقَرة ,52, نصف الحزب (1),الجزء الأول,2,45,سُورَة البَقَرة ,52, نصف الحزب (1),الجزء الأول
الذين يظنون أنهم ملاقو ربهم وأنهم إليه راجعون.  سُورَة البَقَرة   آية 46,2,46,سُورَة البَقَرة ,53, نصف الحزب (1),الجزء الأول,2,46,سُورَة البَقَرة ,53, نصف الحزب (1),الجزء الأول
يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين.  سُورَة البَقَرة   آية 47,2,47,سُورَة البَقَرة ,54, نصف الحزب (1),الجزء الأول,2,47,سُورَة البَقَرة ,54, نصف الحزب (1),الجزء الأول
واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها شفاعة ولا يؤخذ منها عدل ولا هم ينصرون.  سُورَة البَقَرة   آية 48,2,48,سُورَة البَقَرة ,55, نصف الحزب (1),الجزء الأول,2,48,سُورَة البَقَرة ,55, نصف الحزب (1),الجزء الأول
وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم.  سُورَة البَقَرة   آية 49,2,49,سُورَة البَقَرة ,56, نصف الحزب (1),الجزء الأول,2,49,سُورَة البَقَرة ,56, نصف الحزب (1),الجزء الأول
وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون.  سُورَة البَقَرة   آية 50,2,50,سُورَة البَقَرة ,57, نصف الحزب (1),الجزء الأول,2,50,سُورَة البَقَرة ,57, نصف الحزب (1),الجزء الأول
وإذ واعدنا موسى أربعين ليلة ثم اتخذتم العجل من بعده وأنتم ظالمون.  سُورَة البَقَرة   آية 51,2,51,سُورَة البَقَرة ,58, نصف الحزب (1),الجزء الأول,2,51,سُورَة البَقَرة ,58, نصف الحزب (1),الجزء الأول
ثم عفونا عنكم من بعد ذلك لعلكم تشكرون.  سُورَة البَقَرة   آية 52,2,52,سُورَة البَقَرة ,59, نصف الحزب (1),الجزء الأول,2,52,سُورَة البَقَرة ,59, نصف الحزب (1),الجزء الأول
وإذ آتينا موسى الكتاب والفرقان لعلكم تهتدون.  سُورَة البَقَرة   آية 53,2,53,سُورَة البَقَرة ,60, نصف الحزب (1),الجزء الأول,2,53,سُورَة البَقَرة ,60, نصف الحزب (1),الجزء الأول
وإذ قال موسى لقومه يا قوم إنكم ظلمتم أنفسكم باتخاذكم العجل فتوبوا إلى بارئكم فاقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم إنه هو التواب الرحيم.  سُورَة البَقَرة   آية 54,2,54,سُورَة البَقَرة ,61, نصف الحزب (1),الجزء الأول,2,54,سُورَة البَقَرة ,61, نصف الحزب (1),الجزء الأول
وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة وأنتم تنظرون.  سُورَة البَقَرة   آية 55,2,55,سُورَة البَقَرة ,62, نصف الحزب (1),الجزء الأول,2,55,سُورَة البَقَرة ,62, نصف الحزب (1),الجزء الأول
ثم بعثناكم من بعد موتكم لعلكم تشكرون.  سُورَة البَقَرة   آية 56,2,56,سُورَة البَقَرة ,63, نصف الحزب (1),الجزء الأول,2,56,سُورَة البَقَرة ,63, نصف الحزب (1),الجزء الأول
وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون.  سُورَة البَقَرة   آية 57,2,57,سُورَة البَقَرة ,64, نصف الحزب (1),الجزء الأول,2,57,سُورَة البَقَرة ,64, نصف الحزب (1),الجزء الأول
وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين.  سُورَة البَقَرة   آية 58,2,58,سُورَة البَقَرة ,65, نصف الحزب (1),الجزء الأول,2,58,سُورَة البَقَرة ,65, نصف الحزب (1),الجزء الأول
فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون.  سُورَة البَقَرة   آية 59,2,59,سُورَة البَقَرة ,66, نصف الحزب (1),الجزء الأول,2,59,سُورَة البَقَرة ,66, نصف الحزب (1),الجزء الأول
وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين.  سُورَة البَقَرة   آية 60,2,60,سُورَة البَقَرة ,67, نصف الحزب (1),الجزء الأول,2,60,سُورَة البَقَرة ,67, نصف الحزب (1),الجزء الأول
وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثآئها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وبآؤوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون.  سُورَة البَقَرة   آية 61,2,61,سُورَة البَقَرة ,68, ثلاثة أرباع الحزب (1),الجزء الأول,2,61,سُورَة البَقَرة ,68, ثلاثة أرباع الحزب (1),الجزء الأول
إن الذين آمنوا والذين هادوا والنصارى والصابئين من آمن بالله واليوم الآخر وعمل صالحا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون.  سُورَة البَقَرة   آية 62,2,62,سُورَة البَقَرة ,69, ثلاثة أرباع الحزب (1),الجزء الأول,2,62,سُورَة البَقَرة ,69, ثلاثة أرباع الحزب (1),الجزء الأول
وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون.  سُورَة البَقَرة   آية 63,2,63,سُورَة البَقَرة ,70, ثلاثة أرباع الحزب (1),الجزء الأول,2,63,سُورَة البَقَرة ,70, ثلاثة أرباع الحزب (1),الجزء الأول
ثم توليتم من بعد ذلك فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين.  سُورَة البَقَرة   آية 64,2,64,سُورَة البَقَرة ,71, ثلاثة أرباع الحزب (1),الجزء الأول,2,64,سُورَة البَقَرة ,71, ثلاثة أرباع الحزب (1),الجزء الأول
ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين.  سُورَة البَقَرة   آية 65,2,65,سُورَة البَقَرة ,72, ثلاثة أرباع الحزب (1),الجزء الأول,2,65,سُورَة البَقَرة ,72, ثلاثة أرباع الحزب (1),الجزء الأول
فجعلناها نكالا لما بين يديها وما خلفها وموعظة للمتقين.  سُورَة البَقَرة   آية 66,2,66,سُورَة البَقَرة ,73, ثلاثة أرباع الحزب (1),الجزء الأول,2,66,سُورَة البَقَرة ,73, ثلاثة أرباع الحزب (1),الجزء الأول
وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة قالوا أتتخذنا هزوا قال أعوذ بالله أن أكون من الجاهلين.  سُورَة البَقَرة   آية 67,2,67,سُورَة البَقَرة ,74, ثلاثة أرباع الحزب (1),الجزء الأول,2,67,سُورَة البَقَرة ,74, ثلاثة أرباع الحزب (1),الجزء الأول
قالوا ادع لنا ربك يبين لنا ما هي قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك فافعلوا ما تؤمرون.  سُورَة البَقَرة   آية 68,2,68,سُورَة البَقَرة ,75, ثلاثة أرباع الحزب (1),الجزء الأول,2,68,سُورَة البَقَرة ,75, ثلاثة أرباع الحزب (1),الجزء الأول
قالوا ادع لنا ربك يبين لنا ما لونها قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين.  سُورَة البَقَرة   آية 69,2,69,سُورَة البَقَرة ,76, ثلاثة أرباع الحزب (1),الجزء الأول,2,69,سُورَة البَقَرة ,76, ثلاثة أرباع الحزب (1),الجزء الأول
قالوا ادع لنا ربك يبين لنا ما هي إن البقر تشابه علينا وإنآ إن شاء الله لمهتدون.  سُورَة البَقَرة   آية 70,2,70,سُورَة البَقَرة ,77, ثلاثة أرباع الحزب (1),الجزء الأول,2,70,سُورَة البَقَرة ,77, ثلاثة أرباع الحزب (1),الجزء الأول
قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها قالوا الآن جئت بالحق فذبحوها وما كادوا يفعلون.  سُورَة البَقَرة   آية 71,2,71,سُورَة البَقَرة ,78, ثلاثة أرباع الحزب (1),الجزء الأول,2,71,سُورَة البَقَرة ,78, ثلاثة أرباع الحزب (1),الجزء الأول
وإذ قتلتم نفسا فادارأتم فيها والله مخرج ما كنتم تكتمون.  سُورَة البَقَرة   آية 72,2,72,سُورَة البَقَرة ,79, ثلاثة أرباع الحزب (1),الجزء الأول,2,72,سُورَة البَقَرة ,79, ثلاثة أرباع الحزب (1),الجزء الأول
فقلنا اضربوه ببعضها كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون.  سُورَة البَقَرة   آية 73,2,73,سُورَة البَقَرة ,80, ثلاثة أرباع الحزب (1),الجزء الأول,2,73,سُورَة البَقَرة ,80, ثلاثة أرباع الحزب (1),الجزء الأول
ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة وإن من الحجارة لما يتفجر منه الأنهار وإن منها لما يشقق فيخرج منه الماء وإن منها لما يهبط من خشية الله وما الله بغافل عما تعملون.  سُورَة البَقَرة   آية 74,2,74,سُورَة البَقَرة ,81, ثلاثة أرباع الحزب (1),الجزء الأول,2,74,سُورَة البَقَرة ,81, ثلاثة أرباع الحزب (1),الجزء الأول
أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلام الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون.  سُورَة البَقَرة   آية 75,2,75,سُورَة البَقَرة ,82, ثلاثة أرباع الحزب (1),الجزء الأول,2,75,سُورَة البَقَرة ,82, ثلاثة أرباع الحزب (1),الجزء الأول
وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحآجوكم به عند ربكم أفلا تعقلون.  سُورَة البَقَرة   آية 76,2,76,سُورَة البَقَرة ,83, الحزب (2),الجزء الأول,2,76,سُورَة البَقَرة ,83, الحزب (2),الجزء الأول
أولا يعلمون أن الله يعلم ما يسرون وما يعلنون.  سُورَة البَقَرة   آية 77,2,77,سُورَة البَقَرة ,84, الحزب (2),الجزء الأول,2,77,سُورَة البَقَرة ,84, الحزب (2),الجزء الأول
ومنهم أميون لا يعلمون الكتاب إلا أماني وإن هم إلا يظنون.  سُورَة البَقَرة   آية 78,2,78,سُورَة البَقَرة ,85, الحزب (2),الجزء الأول,2,78,سُورَة البَقَرة ,85, الحزب (2),الجزء الأول
فويل للذين يكتبون الكتاب بأيديهم ثم يقولون هذا من عند الله ليشتروا به ثمنا قليلا فويل لهم مما كتبت أيديهم وويل لهم مما يكسبون.  سُورَة البَقَرة   آية 79,2,79,سُورَة البَقَرة ,86, الحزب (2),الجزء الأول,2,79,سُورَة البَقَرة ,86, الحزب (2),الجزء الأول
وقالوا لن تمسنا النار إلا أياما معدودة قل أتخذتم عند الله عهدا فلن يخلف الله عهده أم تقولون على الله ما لا تعلمون.  سُورَة البَقَرة   آية 80,2,80,سُورَة البَقَرة ,87, الحزب (2),الجزء الأول,2,80,سُورَة البَقَرة ,87, الحزب (2),الجزء الأول
بلى من كسب سيئة وأحاطت به خطيـئته فأولئك أصحاب النار هم فيها خالدون.  سُورَة البَقَرة   آية 81,2,81,سُورَة البَقَرة ,88, الحزب (2),الجزء الأول,2,81,سُورَة البَقَرة ,88, الحزب (2),الجزء الأول
والذين آمنوا وعملوا الصالحات أولئك أصحاب الجنة هم فيها خالدون.  سُورَة البَقَرة   آية 82,2,82,سُورَة البَقَرة ,89, الحزب (2),الجزء الأول,2,82,سُورَة البَقَرة ,89, الحزب (2),الجزء الأول
وإذ أخذنا ميثاق بني إسرائيل لا تعبدون إلا الله وبالوالدين إحسانا وذي القربى واليتامى والمساكين وقولوا للناس حسنا وأقيموا الصلاة وآتوا الزكاة ثم توليتم إلا قليلا منكم وأنتم معرضون.  سُورَة البَقَرة   آية 83,2,83,سُورَة البَقَرة ,90, الحزب (2),الجزء الأول,2,83,سُورَة البَقَرة ,90, الحزب (2),الجزء الأول
وإذ أخذنا ميثاقكم لا تسفكون دماءكم ولا تخرجون أنفسكم من دياركم ثم أقررتم وأنتم تشهدون.  سُورَة البَقَرة   آية 84,2,84,سُورَة البَقَرة ,91, الحزب (2),الجزء الأول,2,84,سُورَة البَقَرة ,91, الحزب (2),الجزء الأول
ثم أنتم هؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديارهم تظاهرون عليهم بالإثم والعدوان وإن يأتوكم أسارى تفادوهم وهو محرم عليكم إخراجهم أفتؤمنون ببعض الكتاب وتكفرون ببعض فما جزاء من يفعل ذلك منكم إلا خزي في الحياة الدنيا ويوم القيامة يردون إلى أشد العذاب وما الله بغافل عما تعملون.  سُورَة البَقَرة   آية 85,2,85,سُورَة البَقَرة ,92, الحزب (2),الجزء الأول,2,85,سُورَة البَقَرة ,92, الحزب (2),الجزء الأول
أولئك الذين اشتروا الحياة الدنيا بالآخرة فلا يخفف عنهم العذاب ولا هم ينصرون.  سُورَة البَقَرة   آية 86,2,86,سُورَة البَقَرة ,93, الحزب (2),الجزء الأول,2,86,سُورَة البَقَرة ,93, الحزب (2),الجزء الأول
